GNIS ID,Municipality Name,Municipality Type,2010 Muni Population,2010 Muni Housing Units,Muni Area (sq mi),County,REDC Region,# Cable Providers,# Hse Units Cable,% Hse Units Cable,# of DSL Providers,# Hse Units DSL,% Hse Units DSL,# Fiber Providers,# Hse Units Fiber,% Hse Units Fiber,# Wireline Providers,# Hse Units Wireline,% Hse Units Wireline,# Wireless Providers,# Hse Units Wireless,% Hse Units Wireless,# Satellite Providers
956671,Matinecock,Village,810,323,2.7,Nassau,Long Island Region,1,310,96,2,310,96,1,300,93,3,310,96,4,310,96,4
956701,Maybrook,Village,"2,958","1,162",1.3,Orange,Mid-Hudson Region,1,"1,100",95,1,"1,100",95,0,0,0,2,"1,100",95,4,"1,100",95,4
979206,Mayfield,Town,"6,495","3,436",64.6,Fulton,Mohawk Valley Region,1,"3,200",93,2,"3,200",93,0,0,0,3,"3,300",96,3,"3,300",96,4
956714,Mayville,Village,"1,711",841,2.3,Chautauqua,Western NY Region,1,810,96,1,810,96,1,0,0,3,810,96,3,810,96,4
979178,McDonough,Town,886,706,39.6,Chenango,Southern Tier Region,0,0,0,1,660,93,0,0,0,1,660,93,4,540,76,4
956771,McGraw,Village,"1,053",440,1,Cortland,Central NY Region,1,420,95,1,420,95,0,0,0,2,420,95,3,420,95,4
979207,Mechanicville,City,"5,196","2,535",0.9,Saratoga,Capital Region,1,"2,400",95,1,"2,400",95,1,0,0,3,"2,400",95,6,"2,400",95,4
956905,Medina,Village,"6,065","2,790",3.4,Orleans,Finger Lakes Region,1,"2,700",97,1,"2,600",93,0,0,0,2,"2,700",97,4,"2,700",97,4
956959,Menands,Village,"3,990","2,047",3.3,Albany,Capital Region,1,"1,900",93,1,"1,800",88,4,0,0,6,"1,900",93,5,"1,900",93,4
979208,Mendon,Town,"9,152","3,613",40.1,Monroe,Finger Lakes Region,1,"3,500",97,1,"3,400",94,3,0,0,5,"3,500",97,5,"3,500",97,4
979209,Mentz,Town,"2,378","1,018",17.2,Cayuga,Central NY Region,1,850,83,2,980,96,2,0,0,5,980,96,3,980,96,4
979210,Meredith,Town,"1,529",894,58.3,Delaware,Southern Tier Region,1,330,37,3,740,83,1,180,20,4,810,91,4,860,96,4
956983,Meridian,Village,309,113,0.7,Cayuga,Central NY Region,1,100,88,1,100,88,0,0,0,2,100,88,5,100,88,4
979211,Mexico,Town,"5,197","2,276",46.3,Oswego,Central NY Region,1,"2,100",92,1,"2,000",88,0,0,0,2,"2,100",92,3,"2,200",97,4
979212,Middleburgh,Town,"3,746","1,851",50.2,Schoharie,Mohawk Valley Region,1,"1,400",76,1,"1,700",92,1,0,0,2,"1,700",92,4,"1,700",92,4
979213,Middlebury,Town,"1,441",625,35.7,Wyoming,Finger Lakes Region,1,360,58,2,540,86,1,0,0,4,550,88,4,600,96,4
979214,Middlefield,Town,"2,114","1,227",65.7,Otsego,Mohawk Valley Region,1,430,35,1,640,52,0,0,0,2,720,59,5,"1,100",90,4
957150,Middleport,Village,"1,840",845,0.9,Niagara,Western NY Region,1,810,96,1,800,95,0,0,0,2,810,96,4,810,96,4
979215,Middlesex,Town,"1,495",989,34.1,Yates,Finger Lakes Region,1,410,41,1,810,82,0,0,0,2,860,87,4,950,96,4
979217,Middletown,City,"28,086","10,866",5.2,Orange,Mid-Hudson Region,2,"10,500",97,2,"10,500",97,2,0,0,6,"10,500",97,4,"10,500",97,4
979216,Middletown,Town,"3,750","3,229",97.3,Delaware,Southern Tier Region,2,"2,500",77,2,"2,700",84,1,0,0,5,"3,000",93,4,"3,000",93,4
957158,Middleville,Village,512,238,0.8,Herkimer,Mohawk Valley Region,1,230,97,1,230,97,0,0,0,2,230,97,2,230,97,4
979218,Milan,Town,"2,370","1,279",36.5,Dutchess,Mid-Hudson Region,2,"1,200",94,3,"1,200",94,1,0,0,6,"1,200",94,7,"1,200",94,4
979219,Milford,Town,"3,044","1,672",47.1,Otsego,Mohawk Valley Region,1,"1,400",84,1,810,48,0,0,0,2,"1,400",84,5,"1,600",96,4
957288,Millbrook,Village,"1,452",798,1.9,Dutchess,Mid-Hudson Region,1,770,96,1,770,96,1,0,0,3,770,96,4,770,96,4
957337,Millerton,Village,958,461,0.6,Dutchess,Mid-Hudson Region,1,440,95,1,440,95,0,0,0,2,440,95,3,440,95,4
957256,Mill Neck,Village,997,440,2.8,Nassau,Long Island Region,1,420,95,2,250,57,2,410,93,4,420,95,4,410,93,4
957345,Millport,Village,312,140,0.4,Chemung,Southern Tier Region,1,130,93,1,100,71,1,0,0,3,130,93,3,130,93,4
979220,Milo,Town,"7,006","3,619",44.3,Yates,Finger Lakes Region,2,"3,100",86,2,"3,200",88,1,0,0,5,"3,300",91,3,"3,500",97,4
979221,Milton,Town,"18,575","7,657",35.7,Saratoga,Capital Region,1,"7,400",97,1,"6,800",89,3,0,0,4,"7,400",97,5,"7,400",97,4
979222,Mina,Town,"1,106",791,36.4,Chautauqua,Western NY Region,1,510,64,2,760,96,1,0,0,4,760,96,3,760,96,4
979223,Minden,Town,"4,297","1,933",51.4,Montgomery,Mohawk Valley Region,1,"1,200",62,1,"1,800",93,0,0,0,2,"1,800",93,4,"1,800",93,4
957391,Mineola,Village,"18,799","7,701",1.9,Nassau,Long Island Region,1,"7,400",96,2,"7,400",96,4,"7,300",95,6,"7,400",96,4,"7,400",96,4
979224,Minerva,Town,809,703,158.7,Essex,North Country Region,0,0,0,1,530,75,0,0,0,1,530,75,2,230,33,4
979225,Minetto,Town,"1,659",721,6,Oswego,Central NY Region,1,690,96,1,520,72,0,0,0,2,690,96,4,690,96,4
979226,Minisink,Town,"4,490","1,561",23.1,Orange,Mid-Hudson Region,2,"1,500",96,1,"1,500",96,1,0,0,4,"1,500",96,4,"1,500",96,4
957426,Minoa,Village,"3,449","1,454",1.2,Onondaga,Central NY Region,1,"1,400",96,1,"1,300",89,2,260,18,3,"1,400",96,6,"1,400",96,4
979227,Mohawk,Town,"3,844","1,643",35.4,Montgomery,Mohawk Valley Region,1,"1,400",85,1,"1,500",91,0,0,0,2,"1,500",91,4,"1,500",91,4
957470,Mohawk,Village,"2,731","1,276",0.9,Herkimer,Mohawk Valley Region,1,"1,200",94,1,"1,200",94,0,0,0,2,"1,200",94,4,"1,200",94,4
979228,Moira,Town,"2,934","1,342",45.1,Franklin,North Country Region,1,"1,100",82,0,0,0,1,80,6,2,"1,200",89,2,"1,300",97,4
979229,Monroe,Town,"39,912","11,144",21.2,Orange,Mid-Hudson Region,1,"10,800",97,1,"10,700",96,3,0,0,5,"10,800",97,4,"10,800",97,4
979230,Montague,Town,78,259,65.4,Lewis,North Country Region,0,0,0,0,0,0,0,0,0,0,0,0,3,220,85,4
979939,Montebello,Village,"4,526","1,557",4.3,Rockland,Mid-Hudson Region,1,"1,500",96,2,"1,500",96,4,"1,500",96,6,"1,500",96,4,"1,500",96,4
979231,Montezuma,Town,"1,277",531,18.7,Cayuga,Central NY Region,1,0,0,2,480,90,1,0,0,4,480,90,4,510,96,4
979232,Montgomery,Town,"22,606","8,523",51.1,Orange,Mid-Hudson Region,1,"8,200",96,2,"8,200",96,3,80,1,5,"8,200",96,4,"8,200",96,4
957561,Monticello,Village,"6,726","3,270",4,Sullivan,Mid-Hudson Region,1,"3,100",95,1,"3,100",95,1,0,0,3,"3,100",95,4,"3,100",95,4
979233,Montour,Town,"2,308","1,158",18.6,Schuyler,Southern Tier Region,1,960,83,2,990,85,3,740,64,5,"1,100",95,5,"1,100",95,4
974235,Montour Falls,Village,"1,711",817,2.8,Schuyler,Southern Tier Region,1,790,97,1,680,83,2,530,65,4,790,97,3,790,97,4
979234,Mooers,Town,"3,592","1,620",87.6,Clinton,North Country Region,1,"1,000",62,2,"1,400",86,1,0,0,3,"1,400",86,4,"1,500",93,4
979235,Moravia,Town,"3,626","1,266",29.7,Cayuga,Central NY Region,1,820,65,1,"1,100",87,2,0,0,4,"1,100",87,4,"1,200",95,4
979236,Moreau,Town,"14,728","5,953",43.6,Saratoga,Capital Region,1,"5,700",96,1,"5,300",89,1,0,0,3,"5,700",96,6,"5,700",96,4
979237,Morehouse,Town,86,289,194.5,Hamilton,North Country Region,0,0,0,1,240,83,0,0,0,1,240,83,2,0,0,4
979238,Moriah,Town,"4,798","2,373",72.3,Essex,North Country Region,1,"2,100",88,1,0,0,0,0,0,2,"2,100",88,3,"2,200",93,4
979239,Morris,Town,"1,878",951,38.9,Otsego,Mohawk Valley Region,1,640,67,1,910,96,0,0,0,2,910,96,5,910,96,4
979240,Morristown,Town,"1,974","1,829",59.6,St. Lawrence,North Country Region,1,"1,300",71,2,450,25,1,180,10,4,"1,600",87,2,"1,700",93,4
957706,Morrisville,Village,"2,199",466,1,Madison,Central NY Region,1,450,97,1,450,97,0,0,0,2,450,97,3,450,97,4
979241,Mount Hope,Town,"7,018","1,955",25.5,Orange,Mid-Hudson Region,2,"1,800",92,1,"1,800",92,2,0,0,5,"1,800",92,4,"1,800",92,4
979242,Mount Kisco,Town,"10,877","4,289",3.1,Westchester,Mid-Hudson Region,1,"4,100",96,1,"3,700",86,5,"3,700",86,6,"4,100",96,4,"4,100",96,4
979243,Mount Morris,Town,"4,465","2,025",50.8,Livingston,Finger Lakes Region,1,"1,500",74,1,"1,800",89,1,0,0,3,"1,800",89,4,"1,900",94,4
979244,Mount Pleasant,Town,"43,724","14,826",32.8,Westchester,Mid-Hudson Region,1,"14,300",96,2,"14,300",96,5,"13,800",93,7,"14,300",96,4,"14,300",96,4
979245,Mount Vernon,City,"67,292","28,990",4.4,Westchester,Mid-Hudson Region,2,"28,100",97,2,"28,100",97,4,"27,900",96,7,"28,100",97,4,"28,100",97,4
958162,Munnsville,Village,474,195,0.9,Madison,Central NY Region,1,180,92,1,160,82,0,0,0,2,180,92,3,180,92,4
958164,Munsey Park,Village,"2,693",840,0.5,Nassau,Long Island Region,1,810,96,2,810,96,2,810,96,4,810,96,4,810,96,4
979246,Murray,Town,"4,988","2,198",31.1,Orleans,Finger Lakes Region,1,"2,100",96,1,"1,900",86,0,0,0,2,"2,100",96,5,"2,100",96,4
958224,Muttontown,Village,"3,497","1,125",6.1,Nassau,Long Island Region,1,"1,000",89,2,"1,000",89,3,980,87,5,"1,000",89,4,"1,000",89,4
979247,Nanticoke,Town,"1,672",651,24.1,Broome,Southern Tier Region,1,570,88,2,560,86,0,0,0,3,630,97,5,630,97,4
979248,Naples,Town,"2,502","1,194",39.7,Ontario,Finger Lakes Region,1,820,69,1,"1,100",92,1,0,0,3,"1,100",92,3,"1,100",92,4
979249,Napoli,Town,"1,248",581,36.7,Cattaraugus,Western NY Region,1,20,3,1,170,29,0,0,0,2,170,29,3,560,96,4
979250,Nassau,Town,"4,789","2,173",45.4,Rensselaer,Capital Region,1,"1,400",64,2,"2,000",92,1,0,0,4,"2,100",97,5,"2,100",97,4
958362,Nelliston,Village,596,278,1.1,Montgomery,Mohawk Valley Region,1,260,94,1,260,94,0,0,0,2,260,94,4,260,94,4
979251,Nelson,Town,"1,980","1,135",44.1,Madison,Central NY Region,1,790,70,2,960,85,1,0,0,4,"1,000",88,4,"1,100",97,4
970401,Nelsonville,Village,628,260,1.1,Putnam,Mid-Hudson Region,1,250,96,1,250,96,0,0,0,2,250,96,4,250,96,4
979252,Neversink,Town,"3,557","2,045",86.2,Sullivan,Mid-Hudson Region,1,"1,700",83,1,410,20,0,0,0,2,"1,800",88,4,"1,900",93,4
979253,New Albion,Town,"1,972","1,013",36.3,Cattaraugus,Western NY Region,1,530,52,0,0,0,0,0,0,1,530,52,3,980,97,4
958486,Newark,Village,"9,145","4,098",5.4,Wayne,Finger Lakes Region,1,"3,900",95,2,"3,900",95,3,0,0,6,"3,900",95,5,"3,900",95,4
979254,Newark Valley,Town,"3,946","1,678",50.3,Tioga,Southern Tier Region,2,"1,600",95,2,"1,500",89,0,0,0,4,"1,600",95,5,"1,600",95,4
979255,New Baltimore,Town,"3,370","1,508",43,Greene,Capital Region,2,"1,400",93,2,"1,400",93,3,0,0,5,"1,400",93,5,"1,400",93,4
979256,New Berlin,Town,"2,682","1,355",46.5,Chenango,Southern Tier Region,1,"1,100",81,1,"1,300",96,0,0,0,2,"1,300",96,4,"1,300",96,4
979257,New Bremen,Town,"2,706","1,140",55.8,Lewis,North Country Region,1,790,69,2,"1,000",88,0,0,0,3,"1,000",88,3,"1,100",96,4
979258,Newburgh,City,"28,866","10,505",3.8,Orange,Mid-Hudson Region,1,"10,100",96,1,"10,000",95,3,"10,100",96,4,"10,100",96,4,"10,100",96,4
979259,Newburgh,Town,"29,801","11,313",48,Orange,Mid-Hudson Region,2,"10,900",96,2,"9,600",85,3,"10,700",95,6,"10,900",96,4,"10,900",96,4
979260,New Castle,Town,"17,569","6,037",23.5,Westchester,Mid-Hudson Region,1,"5,800",96,2,"5,100",84,5,"5,700",94,7,"5,800",96,4,"5,800",96,4
979261,Newcomb,Town,436,703,231.9,Essex,North Country Region,0,0,0,1,550,78,0,0,0,1,550,78,2,20,3,4
979262,Newfane,Town,"9,666","4,207",52.1,Niagara,Western NY Region,1,"4,000",95,1,"3,900",93,0,0,0,2,"4,000",95,5,"4,000",95,4
979263,Newfield,Town,"5,179","2,277",58.9,Tompkins,Southern Tier Region,2,"1,800",79,2,250,11,0,0,0,4,"1,800",79,6,"2,200",97,4
979264,New Hartford,Town,"22,166","10,128",25.5,Oneida,Mohawk Valley Region,1,"9,800",97,1,"9,100",90,2,0,0,4,"9,800",97,4,"9,800",97,4
979265,New Haven,Town,"2,856","1,396",31.2,Oswego,Central NY Region,1,"1,300",93,2,"1,100",79,1,0,0,4,"1,300",93,2,"1,300",93,4
979673,New Hempstead,Village,"5,132","1,306",2.9,Rockland,Mid-Hudson Region,1,"1,200",92,2,970,74,3,"1,200",92,5,"1,200",92,4,"1,200",92,4
979266,New Hudson,Town,781,492,36.4,Allegany,Western NY Region,1,0,0,1,230,47,0,0,0,2,240,49,4,470,96,4
958423,New Hyde Park,Village,"9,712","3,371",0.8,Nassau,Long Island Region,1,"3,200",95,2,"3,200",95,4,"3,200",95,6,"3,200",95,4,"3,200",95,4
979267,New Lebanon,Town,"2,305","1,316",35.9,Columbia,Capital Region,0,0,0,1,"1,200",91,1,0,0,2,"1,200",91,4,"1,200",91,4
979268,New Lisbon,Town,"1,114",659,44.7,Otsego,Mohawk Valley Region,1,250,38,2,270,41,0,0,0,3,390,59,4,630,96,4
979269,New Paltz,Town,"14,003","4,877",34.6,Ulster,Mid-Hudson Region,2,"4,700",96,1,"4,500",92,2,0,0,5,"4,700",96,5,"4,700",96,4
979270,Newport,Town,"2,302",950,32.4,Herkimer,Mohawk Valley Region,1,810,85,1,920,97,1,0,0,3,920,97,5,920,97,4
979271,New Rochelle,City,"77,062","29,586",13.7,Westchester,Mid-Hudson Region,2,"28,600",97,2,"28,500",96,4,"28,300",96,7,"28,600",97,4,"28,500",96,4
979272,New Scotland,Town,"8,648","3,640",58.4,Albany,Capital Region,1,"3,400",93,1,"2,600",71,3,390,11,4,"3,400",93,5,"3,500",96,4
971939,New Square,Village,"6,944","1,283",0.3,Rockland,Mid-Hudson Region,1,"1,200",94,1,"1,200",94,2,980,76,3,"1,200",94,4,"1,200",94,4
979273,Newstead,Town,"8,594","3,900",53,Erie,Western NY Region,1,"3,700",95,2,"3,400",87,1,0,0,4,"3,700",95,6,"3,700",95,4
979274,New Windsor,Town,"25,244","9,862",36.8,Orange,Mid-Hudson Region,1,"9,500",96,2,"8,600",87,3,"3,900",40,5,"9,500",96,4,"9,500",96,4
958479,New York Mills,Village,"3,327","1,865",1.1,Oneida,Mohawk Valley Region,1,"1,800",97,1,"1,700",91,2,0,0,4,"1,800",97,4,"1,800",97,4
979275,Niagara,Town,"8,378","3,936",9.4,Niagara,Western NY Region,1,"3,800",97,2,"3,700",94,2,0,0,5,"3,800",97,6,"3,800",97,4
979276,Niagara Falls,City,"50,193","26,220",16.9,Niagara,Western NY Region,1,"25,400",97,1,"24,800",95,2,0,0,4,"25,400",97,6,"25,300",96,4
979277,Nichols,Town,"2,525","1,089",34.8,Tioga,Southern Tier Region,1,810,74,1,950,87,1,0,0,3,970,89,5,"1,000",92,4
979278,Niles,Town,"1,194",875,43.3,Cayuga,Central NY Region,1,170,19,1,430,49,2,200,23,3,580,66,6,840,96,4
979279,Niskayuna,Town,"21,781","9,006",15.1,Schenectady,Capital Region,1,"8,700",97,1,"8,000",89,5,"2,200",24,6,"8,700",97,5,"8,700",97,4
958622,Nissequogue,Village,"1,749",646,5.7,Suffolk,Long Island Region,1,620,96,2,620,96,1,620,96,3,620,96,5,620,96,4
979280,Norfolk,Town,"4,668","2,042",57.7,St. Lawrence,North Country Region,1,"1,900",93,1,"1,600",78,1,210,10,3,"1,900",93,3,"1,900",93,4
979281,Northampton,Town,"2,670","2,026",34.7,Fulton,Mohawk Valley Region,1,"1,900",94,1,"1,900",94,0,0,0,2,"1,900",94,3,"1,900",94,4
979282,North Castle,Town,"11,841","4,135",26.1,Westchester,Mid-Hudson Region,1,"4,000",97,2,"3,400",82,5,"3,800",92,7,"4,000",97,4,"4,000",97,4
979283,North Collins,Town,"3,523","1,508",43.1,Erie,Western NY Region,1,950,63,1,30,2,1,0,0,3,990,66,6,"1,400",93,4
979284,North Dansville,Town,"5,538","2,573",9.8,Livingston,Finger Lakes Region,1,"2,400",93,1,"2,400",93,1,0,0,3,"2,400",93,3,"2,400",93,4
979285,North East,Town,"3,031","1,627",43.6,Dutchess,Mid-Hudson Region,1,"1,500",92,2,"1,500",92,1,0,0,4,"1,500",92,5,"1,500",92,4
979286,North Elba,Town,"8,957","4,786",156.3,Essex,North Country Region,2,"4,500",94,2,"4,200",88,1,0,0,5,"4,600",96,3,"4,500",94,4
979287,North Greenbush,Town,"12,075","5,103",19,Rensselaer,Capital Region,1,"4,900",96,1,"4,700",92,5,0,0,7,"4,900",96,5,"4,900",96,4
979288,North Harmony,Town,"2,267","1,611",45.2,Chautauqua,Western NY Region,1,"1,100",68,2,960,60,0,0,0,3,"1,300",81,3,"1,500",93,4
958809,North Haven,Village,833,739,3.7,Suffolk,Long Island Region,1,710,96,1,590,80,0,0,0,2,710,96,5,700,95,4
979289,North Hempstead,Town,"226,322","81,961",72.2,Nassau,Long Island Region,2,"79,500",97,2,"79,500",97,4,"78,900",96,7,"79,500",97,4,"79,400",97,4
972865,North Hills,Village,"5,075","2,438",2.8,Nassau,Long Island Region,1,"2,300",94,2,"2,300",94,4,"2,300",94,6,"2,300",94,4,"2,300",94,4
958823,North Hornell,Village,778,335,0.6,Steuben,Southern Tier Region,1,320,96,1,320,96,0,0,0,2,320,96,3,320,96,4
979290,North Hudson,Town,240,287,187.1,Essex,North Country Region,1,0,0,1,90,31,0,0,0,2,90,31,2,220,77,4
979291,North Norwich,Town,"1,783",805,28.2,Chenango,Southern Tier Region,1,720,89,1,780,97,0,0,0,2,780,97,4,780,97,4
958968,Northport,Village,"7,401","3,066",2.5,Suffolk,Long Island Region,1,"2,900",95,1,"1,600",52,3,"2,900",95,4,"2,900",95,4,"2,900",95,4
979292,North Salem,Town,"5,104","2,082",23.2,Westchester,Mid-Hudson Region,1,"2,000",96,1,"1,800",86,3,340,16,4,"2,000",96,4,"2,000",96,4
958933,North Syracuse,Village,"6,800","3,201",2,Onondaga,Central NY Region,1,"3,100",97,1,"2,500",78,3,"3,000",94,4,"3,100",97,6,"3,100",97,4
979293,North Tonawanda,City,"31,568","14,757",10.9,Niagara,Western NY Region,1,"14,300",97,1,"14,200",96,3,0,0,5,"14,300",97,6,"14,300",97,4
979294,Northumberland,Town,"5,087","1,925",33,Saratoga,Capital Region,1,"1,800",94,1,"1,600",83,0,0,0,2,"1,800",94,6,"1,800",94,4
958987,Northville,Village,"1,099",581,1.4,Fulton,Mohawk Valley Region,1,560,96,1,560,96,0,0,0,2,560,96,3,560,96,4
979295,Norway,Town,762,378,35.7,Herkimer,Mohawk Valley Region,0,0,0,1,340,90,0,0,0,1,340,90,3,360,95,4
979296,Norwich,City,"7,190","3,409",2.1,Chenango,Southern Tier Region,1,"3,300",97,1,"3,300",97,0,0,0,2,"3,300",97,4,"3,300",97,4
979297,Norwich,Town,"3,998","1,696",42.1,Chenango,Southern Tier Region,1,"1,500",88,1,"1,600",94,1,0,0,3,"1,600",94,4,"1,600",94,4
976744,Norwood,Village,"1,657",759,2.2,St. Lawrence,North Country Region,1,730,96,1,730,96,0,0,0,2,730,96,3,730,96,4
979298,Nunda,Town,"3,064","1,372",37.1,Livingston,Finger Lakes Region,1,870,63,1,"1,200",87,0,0,0,2,"1,200",87,4,"1,300",95,4
959074,Nyack,Village,"6,765","3,525",0.8,Rockland,Mid-Hudson Region,1,"3,400",96,1,"3,400",96,4,"3,400",96,5,"3,400",96,4,"3,400",96,4
979299,Oakfield,Town,"3,250","1,293",24,Genesee,Finger Lakes Region,1,"1,200",93,1,"1,200",93,0,0,0,2,"1,200",93,6,"1,200",93,4
959211,Ocean Beach,Village,79,607,0.1,Suffolk,Long Island Region,0,0,0,0,0,0,1,480,79,1,480,79,6,580,96,4
959224,Odessa,Village,591,260,1.2,Schuyler,Southern Tier Region,2,250,96,1,250,96,2,240,92,4,250,96,4,250,96,4
979300,Ogden,Town,"19,856","7,660",36.8,Monroe,Finger Lakes Region,1,"7,300",95,1,"7,300",95,2,0,0,4,"7,400",97,5,"7,400",97,4
979301,Ogdensburg,City,"11,128","4,356",7.7,St. Lawrence,North Country Region,1,"4,200",96,1,"4,200",96,2,0,0,4,"4,200",96,2,"4,200",96,4
979302,Ohio,Town,"1,002","1,006",305.9,Herkimer,Mohawk Valley Region,1,0,0,2,600,60,1,0,0,4,620,62,3,850,84,4
979303,Oil Springs Reservation,Tribal Community,1,11,1,Allegany,Western NY Region,1,10,91,1,0,0,0,0,0,2,10,91,4,10,91,4
959256,Old Brookville,Village,"2,134",720,3.9,Nassau,Long Island Region,1,690,96,2,690,96,3,600,83,5,690,96,4,690,96,4
959276,Old Field,Village,918,369,2.1,Suffolk,Long Island Region,1,350,95,1,260,70,1,350,95,2,350,95,5,350,95,4
959332,Old Westbury,Village,"4,671","1,172",8.5,Nassau,Long Island Region,1,"1,100",94,2,"1,100",94,3,"1,000",85,5,"1,100",94,4,"1,100",94,4
979305,Olean,City,"14,452","7,154",6.2,Cattaraugus,Western NY Region,1,"6,900",96,1,"6,900",96,2,0,0,4,"6,900",96,3,"6,900",96,4
979306,Olean,Town,"1,963",945,29.7,Cattaraugus,Western NY Region,1,810,86,1,730,77,1,0,0,3,870,92,4,910,96,4
979307,Olive,Town,"4,419","2,498",65.2,Ulster,Mid-Hudson Region,1,"2,300",92,1,"1,900",76,0,0,0,2,"2,300",92,6,"2,400",96,4
979308,Oneida,City,"11,393","5,055",22.2,Madison,Central NY Region,1,"4,800",95,2,"4,800",95,1,0,0,4,"4,800",95,5,"4,900",97,4
959364,Oneida Castle,Village,625,297,0.5,Oneida,Mohawk Valley Region,1,280,94,1,280,94,0,0,0,2,280,94,3,280,94,4
979309,Oneonta,City,"13,901","4,774",4.3,Otsego,Mohawk Valley Region,1,"4,600",96,1,"4,600",96,1,0,0,3,"4,600",96,6,"4,600",96,4
979310,Oneonta,Town,"5,229","2,302",33.5,Otsego,Mohawk Valley Region,1,"2,200",96,2,"1,800",78,0,0,0,3,"2,200",96,6,"2,200",96,4
979311,Onondaga,Town,"23,101","8,870",62.2,Onondaga,Central NY Region,1,"8,500",96,2,"7,300",82,4,"2,200",25,6,"8,500",96,6,"8,600",97,4
979312,Onondaga Nation Reservation,Tribal Community,468,325,9.3,Onondaga,Central NY Region,1,160,49,1,160,49,0,0,0,2,280,86,6,310,95,4
979313,Ontario,Town,"10,136","4,145",32.5,Wayne,Finger Lakes Region,1,"4,000",97,2,"3,700",89,1,0,0,4,"4,000",97,5,"4,000",97,4
979314,Oppenheim,Town,"1,924",897,56.3,Fulton,Mohawk Valley Region,1,130,14,2,770,86,0,0,0,3,770,86,4,870,97,4
979315,Orange,Town,"1,609",712,54.5,Schuyler,Southern Tier Region,2,480,67,2,230,32,0,0,0,4,510,72,4,690,97,4
979316,Orangetown,Town,"49,212","18,611",31.4,Rockland,Mid-Hudson Region,1,"18,000",97,2,"16,700",90,5,"17,900",96,7,"18,000",97,4,"18,000",97,4
979317,Orangeville,Town,"1,355",642,35.7,Wyoming,Finger Lakes Region,1,180,28,2,290,45,0,0,0,3,480,75,2,620,97,4
979318,Orchard Park,Town,"29,054","12,104",38.6,Erie,Western NY Region,1,"11,700",97,1,"9,300",77,5,"11,400",94,6,"11,700",97,6,"11,700",97,4
959480,Oriskany,Village,"1,400",593,0.7,Oneida,Mohawk Valley Region,1,570,96,1,560,94,1,0,0,3,570,96,4,570,96,4
959483,Oriskany Falls,Village,732,328,0.5,Oneida,Mohawk Valley Region,1,310,95,1,310,95,0,0,0,2,310,95,2,310,95,4
979319,Orleans,Town,"2,789","2,191",77.8,Jefferson,North Country Region,1,"1,400",64,1,690,31,0,0,0,2,"1,500",68,4,"2,000",91,4
979320,Orwell,Town,"1,167",800,41.2,Oswego,Central NY Region,1,180,23,1,710,89,0,0,0,2,710,89,4,770,96,4
979321,Osceola,Town,229,429,87.2,Lewis,North Country Region,0,0,0,1,50,12,0,0,0,1,50,12,3,330,77,4
979322,Ossian,Town,789,375,39.7,Livingston,Finger Lakes Region,1,70,19,1,260,69,0,0,0,2,260,69,4,360,96,4
979323,Ossining,Town,"37,674","13,386",15.5,Westchester,Mid-Hudson Region,1,"12,900",96,2,"12,900",96,4,"12,100",90,6,"12,900",96,4,"12,900",96,4
979324,Oswegatchie,Town,"4,397","1,998",71.2,St. Lawrence,North Country Region,1,"1,500",75,1,"1,700",85,1,170,9,3,"1,800",90,2,"1,900",95,4
979325,Oswego,City,"18,142","8,068",11.3,Oswego,Central NY Region,1,"7,800",97,1,"7,800",97,0,0,0,2,"7,800",97,4,"7,800",97,4
979326,Oswego,Town,"7,984","1,905",27.6,Oswego,Central NY Region,1,"1,800",94,2,"1,400",73,0,0,0,3,"1,800",94,4,"1,800",94,4
979327,Otego,Town,"3,115","1,479",44.8,Otsego,Mohawk Valley Region,1,"1,100",74,2,"1,100",74,0,0,0,3,"1,300",88,6,"1,400",95,4
979328,Otisco,Town,"2,541","1,229",31.1,Onondaga,Central NY Region,1,"1,100",90,1,630,51,0,0,0,2,"1,100",90,7,"1,100",90,4
959548,Otisville,Village,"1,068",410,0.7,Orange,Mid-Hudson Region,1,390,95,1,390,95,0,0,0,2,390,95,3,390,95,4
979329,Otsego,Town,"3,900","2,377",57.5,Otsego,Mohawk Valley Region,1,"2,000",84,1,"1,800",76,0,0,0,2,"2,100",88,5,"2,300",97,4
979330,Otselic,Town,"1,054",489,38,Chenango,Southern Tier Region,1,360,74,1,390,80,0,0,0,2,460,94,2,470,96,4
979331,Otto,Town,808,447,32.3,Cattaraugus,Western NY Region,0,0,0,0,0,0,0,0,0,0,0,0,3,430,96,4
979332,Ovid,Town,"2,311","1,211",38.8,Seneca,Finger Lakes Region,1,820,68,2,"1,100",91,2,0,0,5,"1,100",91,5,"1,100",91,4
979333,Owasco,Town,"3,793","1,765",23.5,Cayuga,Central NY Region,1,"1,500",85,1,"1,000",57,2,"1,500",85,3,"1,600",91,6,"1,700",96,4
979334,Owego,Town,"19,883","8,457",105.6,Tioga,Southern Tier Region,1,"8,000",95,2,"7,100",84,4,0,0,7,"8,100",96,5,"8,200",97,4
979335,Oxford,Town,"3,901","1,828",60.4,Chenango,Southern Tier Region,1,"1,100",60,1,"1,700",93,0,0,0,2,"1,700",93,4,"1,700",93,4
979336,Oyster Bay,Town,"293,214","102,849",170.5,Nassau,Long Island Region,1,"99,700",97,2,"97,800",95,5,"97,600",95,7,"99,700",97,5,"99,400",97,4
